timestep_time,vehicle_CO,vehicle_CO2,vehicle_HC,vehicle_NOx,vehicle_PMx,vehicle_angle,vehicle_eclass,vehicle_electricity,vehicle_fuel,vehicle_id,vehicle_lane,vehicle_noise,vehicle_pos,vehicle_route,vehicle_speed,vehicle_type,vehicle_waiting,vehicle_x,vehicle_y
28,146.89,9975.05,0.91,4.29,0.21,0.82,HBEFA3/PC_G_EU4,0,4.29,veh0,744926153#6_0,71.38,28.56,!veh0!var#1,14.64,veh_passenger,0,18276.75,24854.02
28,79.73,6210.04,0.51,2.55,0.11,179.67,HBEFA3/PC_G_EU4,0,2.67,veh1,737358450#9_0,67.45,77.71,!veh1!var#1,12.95,veh_passenger,0,29159.53,24405.67
28,0,0,0,0,0,270.83,HBEFA3/PC_G_EU4,0,0,veh2,5337487#8_0,63.9,23.35,!veh2!var#1,13.88,veh_passenger,0,23426.14,25289.79
28,161.22,9337.84,0.96,4.09,0.2,270.62,HBEFA3/PC_G_EU4,0,4.01,veh3,738660122#2_0,71.85,19.56,!veh3!var#1,10.75,veh_passenger,0,26127.44,26523.78
28,0,0,0,0,0,359.98,HBEFA3/PC_G_EU4,0,0,veh4,-733279815#1_0,67.49,67.48,!veh4!var#1,19.62,veh_passenger,0,27949.95,24722.24
29,0,2433.58,0.02,0.73,0.01,0.85,HBEFA3/PC_G_EU4,0,1.05,veh0,744926153#6_0,65.11,43.21,!veh0!var#1,14.65,veh_passenger,0,18276.97,24868.66
29,3.34,2524.39,0.07,0.81,0.02,179.67,HBEFA3/PC_G_EU4,0,1.09,veh1,737358450#9_0,64.15,90.74,!veh1!var#1,13.03,veh_passenger,0,29159.61,24392.64
29,0,0,0,0,0,270.83,HBEFA3/PC_G_EU4,0,0,veh2,5337487#8_0,62.93,36.64,!veh2!var#1,13.29,veh_passenger,0,23412.85,25289.98
29,49.72,4200.33,0.32,1.64,0.06,270.62,HBEFA3/PC_G_EU4,0,1.81,veh3,738660122#2_0,64.88,31,!veh3!var#1,11.44,veh_passenger,0,26116,26523.91
29,99.79,8542.25,0.66,3.47,0.17,0.12,HBEFA3/PC_G_EU4,0,3.67,veh4,:38030062_9_0,71.14,10.58,!veh4!var#1,20.6,veh_passenger,0,27949.97,24742.84
30,0,0,0,0,0,359.31,HBEFA3/PC_G_EU4,0,0,veh0,744926153#6_0,62.66,56.88,!veh0!var#1,13.68,veh_passenger,0,18277.04,24882.34
30,0,0,0,0,0,179.67,HBEFA3/PC_G_EU4,0,0,veh1,737358450#9_0,62.77,103.37,!veh1!var#1,12.63,veh_passenger,0,29159.68,24380.01
30,29.26,4012.68,0.23,1.5,0.06,270.83,HBEFA3/PC_G_EU4,0,1.72,veh2,5337487#8_0,65.69,50.4,!veh2!var#1,13.76,veh_passenger,0,23399.09,25290.18
30,0,0,0,0,0,270.62,HBEFA3/PC_G_EU4,0,0,veh3,738660122#2_0,62.73,42.41,!veh3!var#1,11.41,veh_passenger,0,26104.59,26524.03
30,9.11,4140.68,0.14,1.39,0.06,0.29,HBEFA3/PC_G_EU4,0,1.78,veh4,-733279817#9_0,69.28,16.84,!veh4!var#1,20.75,veh_passenger,0,27950.06,24763.59
31,0,0,0,0,0,358.58,HBEFA3/PC_G_EU4,0,0,veh0,744926153#6_0,59.15,68.18,!veh0!var#1,11.3,veh_passenger,0,18276.76,24893.63
31,13.94,2978.73,0.13,1.03,0.03,179.67,HBEFA3/PC_G_EU4,0,1.28,veh1,737358450#9_0,64.39,116.22,!veh1!var#1,12.85,veh_passenger,0,29159.76,24367.16
31,0,0,0,0,0,270.83,HBEFA3/PC_G_EU4,0,0,veh2,5337487#8_0,63.82,63.93,!veh2!var#1,13.53,veh_passenger,0,23385.56,25290.38
31,27.61,3251.24,0.2,1.19,0.04,270.62,HBEFA3/PC_G_EU4,0,1.4,veh3,738660122#2_0,64.03,54.17,!veh3!var#1,11.76,veh_passenger,0,26092.84,26524.16
31,0,0,0,0,0,0.29,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#9_0,68.3,37.27,!veh4!var#1,20.43,veh_passenger,0,27950.17,24784.03
32,0,0,0,0,0,353.61,HBEFA3/PC_G_EU4,0,0,veh0,:37980090_6_0,52.2,2.94,!veh0!var#1,6.8,veh_passenger,0,18276.16,24900.39
32,0,0,0,0,0,179.67,HBEFA3/PC_G_EU4,0,0,veh1,737358450#10_0,61.81,11.69,!veh1!var#1,12.15,veh_passenger,0,29159.83,24355.11
32,44.82,4902.54,0.32,1.91,0.08,270.83,HBEFA3/PC_G_EU4,0,2.11,veh2,5337487#8_0,66.6,78.15,!veh2!var#1,14.22,veh_passenger,0,23371.34,25290.59
32,18.92,2915.99,0.15,1.02,0.03,270.43,HBEFA3/PC_G_EU4,0,1.25,veh3,738660122#2_0,63.84,66.15,!veh3!var#1,11.99,veh_passenger,0,26080.85,26524.27
32,0,0,0,0,0,359.06,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#9_0,68.03,57.35,!veh4!var#1,20.07,veh_passenger,0,27950.16,24804.1
33,96.84,4977.28,0.56,2.09,0.09,306.25,HBEFA3/PC_G_EU4,0,2.14,veh0,:37980090_16_0,65.55,4.88,!veh0!var#1,8.16,veh_passenger,0,18270.9,24906.07
33,0,0,0,0,0,179.63,HBEFA3/PC_G_EU4,0,0,veh1,737358450#11_0,62.71,4.7,!veh1!var#1,11.96,veh_passenger,0,29159.9,24343.26
33,0,0,0,0,0,270.83,HBEFA3/PC_G_EU4,0,0,veh2,5337487#8_0,62.57,91.52,!veh2!var#1,13.37,veh_passenger,0,23357.98,25290.78
33,0,0,0,0,0,270.08,HBEFA3/PC_G_EU4,0,0,veh3,738660122#2_0,60.78,77.33,!veh3!var#1,11.18,veh_passenger,0,26069.67,26524.29
33,0,0,0,0,0,359.4,HBEFA3/PC_G_EU4,0,0,veh4,:38050345_3_0,68.45,7.99,!veh4!var#1,20.01,veh_passenger,0,27949.8,24824.11
34,0,0,0,0,0,275.16,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,58.4,3.98,!veh0!var#1,7.64,veh_passenger,0,18263.35,24907.03
34,0,0,0,0,0,179.63,HBEFA3/PC_G_EU4,0,0,veh1,737358450#11_0,53.36,12.17,!veh1!var#1,7.47,veh_passenger,0,29159.95,24335.79
34,73.87,6370.79,0.49,2.59,0.12,270.83,HBEFA3/PC_G_EU4,0,2.74,veh2,5337487#8_0,67.91,105.94,!veh2!var#1,14.43,veh_passenger,0,23343.56,25290.99
34,0,0,0,0,0,270.08,HBEFA3/PC_G_EU4,0,0,veh3,738660122#2_0,62.29,88.41,!veh3!var#1,11.08,veh_passenger,0,26058.59,26524.3
34,61.41,6678.63,0.44,2.59,0.12,0.22,HBEFA3/PC_G_EU4,0,2.87,veh4,-733279817#8_0,70.25,14.36,!veh4!var#1,20.64,veh_passenger,0,27949.79,24844.75
35,124.11,7021.94,0.73,3.02,0.14,273.44,HBEFA3/PC_G_EU4,0,3.02,veh0,5328190#2_0,68.77,13.58,!veh0!var#1,9.6,veh_passenger,0,18253.76,24907.62
35,0,0,0,0,0,177.03,HBEFA3/PC_G_EU4,0,0,veh1,737358450#12_0,49.92,4.55,!veh1!var#1,4.79,veh_passenger,0,29160.21,24331.03
35,0,0,0,0,0,270.83,HBEFA3/PC_G_EU4,0,0,veh2,:38073093_5_0,61.54,0.09,!veh2!var#1,12.99,veh_passenger,0,23330.56,25291.18
35,0,0,0,0,0,269.05,HBEFA3/PC_G_EU4,0,0,veh3,:6796076832_1_0,51.8,0.64,!veh3!var#1,6.58,veh_passenger,0,26052.02,26524.22
35,0,0,0,0,0,0.22,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#8_0,67.42,34.24,!veh4!var#1,19.88,veh_passenger,0,27949.86,24864.63
36,102.85,6668.35,0.63,2.82,0.13,271.63,HBEFA3/PC_G_EU4,0,2.87,veh0,5328190#2_0,67.9,24.74,!veh0!var#1,11.15,veh_passenger,0,18242.61,24907.94
36,89.67,3026.36,0.48,1.25,0.05,198.81,HBEFA3/PC_G_EU4,0,1.3,veh1,:38015301_6_0,61.09,4.97,!veh1!var#1,5.41,veh_passenger,0,29158.68,24326.07
36,0,0,0,0,0,270.56,HBEFA3/PC_G_EU4,0,0,veh2,:38073093_5_0,55.7,9.04,!veh2!var#1,8.95,veh_passenger,0,23321.61,25291.27
36,0,0,0,0,0,258.12,HBEFA3/PC_G_EU4,0,0,veh3,:6796076832_1_0,49.54,4.81,!veh3!var#1,4.18,veh_passenger,0,26048.01,26523.29
36,27.15,5002.7,0.24,1.81,0.08,0.22,HBEFA3/PC_G_EU4,0,2.15,veh4,-733279817#8_0,69.35,54.47,!veh4!var#1,20.22,veh_passenger,0,27949.94,24884.85
37,122.85,8301.4,0.76,3.54,0.17,271.63,HBEFA3/PC_G_EU4,0,3.57,veh0,5328190#2_0,69.76,37.68,!veh0!var#1,12.94,veh_passenger,0,18229.67,24908.31
37,0,0,0,0,0,255.38,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#17_0,57.5,1.11,!veh1!var#1,5.17,veh_passenger,0,29153.8,24324.75
37,0,0,0,0,0,270.56,HBEFA3/PC_G_EU4,0,0,veh2,:38073093_5_0,47.3,13.49,!veh2!var#1,4.45,veh_passenger,0,23317.16,25291.31
37,122.32,4984.41,0.67,2.15,0.1,215.75,HBEFA3/PC_G_EU4,0,2.14,veh3,:6796076832_9_0,66.46,4.89,!veh3!var#1,6,veh_passenger,0,26044.33,26518.86
37,14.49,4394.81,0.17,1.52,0.06,359.3,HBEFA3/PC_G_EU4,0,1.89,veh4,-733279817#8_0,69.21,74.9,!veh4!var#1,20.44,veh_passenger,0,27949.85,24905.29
38,108.76,8073.01,0.69,3.4,0.16,271.63,HBEFA3/PC_G_EU4,0,3.47,veh0,5328190#2_0,69.49,52.14,!veh0!var#1,14.45,veh_passenger,0,18215.23,24908.72
38,144.33,7002.78,0.82,3.06,0.15,270.18,HBEFA3/PC_G_EU4,0,3.01,veh1,-143324752#17_0,69.97,8.74,!veh1!var#1,7.63,veh_passenger,0,29146.17,24324.7
38,142.73,6513.26,0.81,2.85,0.14,270.8,HBEFA3/PC_G_EU4,0,2.8,veh2,:38073097_5_0,69.56,5.84,!veh2!var#1,6.9,veh_passenger,0,23310.26,25291.4
38,66.73,2383.22,0.36,0.92,0.03,183.58,HBEFA3/PC_G_EU4,0,1.02,veh3,724636537_0,59.69,2.78,!veh3!var#1,6.16,veh_passenger,0,26043.85,26512.73
38,2.13,3797.07,0.1,1.23,0.05,359.3,HBEFA3/PC_G_EU4,0,1.63,veh4,-733279817#8_0,69.05,95.44,!veh4!var#1,20.54,veh_passenger,0,27949.6,24925.82
39,7.68,3220.27,0.11,1.1,0.03,278.72,HBEFA3/PC_G_EU4,0,1.38,veh0,5328190#2_0,65.6,66.8,!veh0!var#1,14.67,veh_passenger,0,18200.68,24910.48
39,138,7813.7,0.82,3.39,0.16,270.18,HBEFA3/PC_G_EU4,0,3.36,veh1,-143324752#17_0,69.96,18.59,!veh1!var#1,9.85,veh_passenger,0,29136.32,24324.73
39,141.34,7679.03,0.83,3.34,0.16,270.87,HBEFA3/PC_G_EU4,0,3.3,veh2,5337487#10_0,70.08,0.67,!veh2!var#1,9.22,veh_passenger,0,23301.03,25291.54
39,132.03,6773.96,0.76,2.94,0.14,179.95,HBEFA3/PC_G_EU4,0,2.91,veh3,724636537_0,68.97,11.1,!veh3!var#1,8.32,veh_passenger,0,26043.86,26504.41
39,0,0,0,0,0,0.48,HBEFA3/PC_G_EU4,0,0,veh4,:38088429_7_0,68.74,9.42,!veh4!var#1,20.48,veh_passenger,0,27949.54,24946.3
40,0,0,0,0,0,291.18,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,65.08,81.46,!veh0!var#1,14.66,veh_passenger,0,18186.66,24914.64
40,118.99,7650.61,0.72,3.27,0.15,270.18,HBEFA3/PC_G_EU4,0,3.29,veh1,-143324752#17_0,69.14,30.25,!veh1!var#1,11.66,veh_passenger,0,29124.66,24324.77
40,145.83,8881.72,0.88,3.85,0.19,271.35,HBEFA3/PC_G_EU4,0,3.82,veh2,5337487#10_0,70.84,12.14,!veh2!var#1,11.47,veh_passenger,0,23289.57,25291.81
40,94.4,5632.23,0.56,2.36,0.11,179.95,HBEFA3/PC_G_EU4,0,2.42,veh3,724636537_0,66.51,20.82,!veh3!var#1,9.72,veh_passenger,0,26043.87,26494.69
40,0.84,3734.9,0.09,1.2,0.05,1.67,HBEFA3/PC_G_EU4,0,1.61,veh4,-733279817#7_0,69.04,15.52,!veh4!var#1,20.56,veh_passenger,0,27950.03,24966.86
41,0,2497.58,0.02,0.76,0.01,299.78,HBEFA3/PC_G_EU4,0,1.07,veh0,5328190#2_0,65.17,96.14,!veh0!var#1,14.68,veh_passenger,0,18173.46,24920.96
41,86.21,6512.93,0.55,2.7,0.12,270.18,HBEFA3/PC_G_EU4,0,2.8,veh1,-143324752#17_0,67.77,43.17,!veh1!var#1,12.92,veh_passenger,0,29111.74,24324.81
41,120.56,8277.09,0.75,3.52,0.17,271.35,HBEFA3/PC_G_EU4,0,3.56,veh2,5337487#10_0,69.71,25.35,!veh2!var#1,13.21,veh_passenger,0,23276.36,25292.12
41,101.69,6649.58,0.62,2.8,0.13,179.95,HBEFA3/PC_G_EU4,0,2.86,veh3,724636537_0,67.86,32.07,!veh3!var#1,11.25,veh_passenger,0,26043.88,26483.44
41,0,0,0,0,0,358.57,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,68.82,36.06,!veh4!var#1,20.53,veh_passenger,0,27949.76,24987.39
42,0,0,0,0,0,306.42,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,63.03,110.01,!veh0!var#1,13.87,veh_passenger,0,18161.93,24928.63
42,0,0,0,0,0,270.18,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#17_0,62.38,55.58,!veh1!var#1,12.41,veh_passenger,0,29099.33,24324.85
42,21.42,3574.39,0.18,1.29,0.04,271.35,HBEFA3/PC_G_EU4,0,1.54,veh2,5337487#10_0,65.26,38.92,!veh2!var#1,13.57,veh_passenger,0,23262.79,25292.44
42,0,0,0,0,0,179.95,HBEFA3/PC_G_EU4,0,0,veh3,724636537_0,62.59,43.29,!veh3!var#1,11.22,veh_passenger,0,26043.89,26472.22
42,0,0,0,0,0,359.39,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,66.98,55.6,!veh4!var#1,19.54,veh_passenger,0,27949.34,25006.92
43,0,0,0,0,0,313.08,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,61.63,122.74,!veh0!var#1,12.73,veh_passenger,0,18152.21,24936.82
43,0,0,0,0,0,270.1,HBEFA3/PC_G_EU4,0,0,veh1,:38025146_1_0,62.05,1.81,!veh1!var#1,11.93,veh_passenger,0,29087.4,24324.88
43,0,0,0,0,0,271.35,HBEFA3/PC_G_EU4,0,0,veh2,5337487#10_0,63.44,52.18,!veh2!var#1,13.26,veh_passenger,0,23249.53,25292.75
43,72.82,5645.06,0.46,2.3,0.1,179.95,HBEFA3/PC_G_EU4,0,2.43,veh3,724636537_0,66.72,55.58,!veh3!var#1,12.29,veh_passenger,0,26043.9,26459.93
43,68.83,7028.3,0.48,2.76,0.13,0.2,HBEFA3/PC_G_EU4,0,3.02,veh4,-733279817#7_0,70.26,75.87,!veh4!var#1,20.27,veh_passenger,0,27949.41,25027.19
44,0,0,0,0,0,313.08,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,55.64,131.62,!veh0!var#1,8.89,veh_passenger,0,18145.72,24942.88
44,52.87,4822.15,0.35,1.91,0.08,269.94,HBEFA3/PC_G_EU4,0,2.07,veh1,-143324752#15_0,65.98,0.16,!veh1!var#1,12.71,veh_passenger,0,29074.69,24324.87
44,5.03,2720.93,0.08,0.9,0.02,271.35,HBEFA3/PC_G_EU4,0,1.17,veh2,5337487#10_0,64.51,65.56,!veh2!var#1,13.38,veh_passenger,0,23236.15,25293.07
44,0,0,0,0,0,179.95,HBEFA3/PC_G_EU4,0,0,veh3,724636537_0,62.43,67.55,!veh3!var#1,11.97,veh_passenger,0,26043.91,26447.96
44,0,0,0,0,0,0.2,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,67.32,95.46,!veh4!var#1,19.59,veh_passenger,0,27949.48,25046.78
45,0,0,0,0,0,313.08,HBEFA3/PC_G_EU4,0,0,veh0,5328190#2_0,47.14,136.01,!veh0!var#1,4.39,veh_passenger,0,18142.51,24945.88
45,0,0,0,0,0,269.29,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#14_0,62.59,8.96,!veh1!var#1,12.33,veh_passenger,0,29062.46,24324.71
45,48.69,5062.59,0.34,1.98,0.08,271.35,HBEFA3/PC_G_EU4,0,2.18,veh2,5337487#10_0,66.7,79.68,!veh2!var#1,14.12,veh_passenger,0,23222.04,25293.4
45,0,0,0,0,0,179.95,HBEFA3/PC_G_EU4,0,0,veh3,724636537_0,58.89,77.96,!veh3!var#1,10.41,veh_passenger,0,26043.91,26437.55
45,0,0,0,0,0,0.2,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,63.96,112.1,!veh4!var#1,16.64,veh_passenger,0,27949.54,25063.42
46,113.73,4525.78,0.62,1.94,0.09,300.31,HBEFA3/PC_G_EU4,0,1.95,veh0,:37980103_4_0,65.24,5.18,!veh0!var#1,5.94,veh_passenger,0,18137.55,24948.99
46,19.95,3194.28,0.16,1.14,0.04,269.29,HBEFA3/PC_G_EU4,0,1.37,veh1,-143324752#14_0,64.44,21.58,!veh1!var#1,12.62,veh_passenger,0,29049.84,24324.55
46,0,0,0,0,0,271.35,HBEFA3/PC_G_EU4,0,0,veh2,5337487#10_0,64.59,93.76,!veh2!var#1,14.07,veh_passenger,0,23207.97,25293.73
46,0,0,0,0,0,179.95,HBEFA3/PC_G_EU4,0,0,veh3,724636537_0,50.51,83.86,!veh3!var#1,5.91,veh_passenger,0,26043.92,26431.65
46,0,0,0,0,0,0.2,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,60.88,125.38,!veh4!var#1,13.27,veh_passenger,0,27949.58,25076.7
47,113.56,5519.14,0.65,2.36,0.11,247.02,HBEFA3/PC_G_EU4,0,2.37,veh0,:37980103_4_0,66.79,12.83,!veh0!var#1,7.65,veh_passenger,0,18130.47,24947.44
47,0,0,0,0,0,269.29,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#14_0,63.29,34.09,!veh1!var#1,12.5,veh_passenger,0,29037.33,24324.4
47,1.12,2769.82,0.07,0.9,0.02,271.35,HBEFA3/PC_G_EU4,0,1.19,veh2,5337487#10_0,65.03,107.94,!veh2!var#1,14.18,veh_passenger,0,23193.79,25294.07
47,86.78,3754.62,0.48,1.55,0.06,165.63,HBEFA3/PC_G_EU4,0,1.61,veh3,:6796076833_1_0,63.1,5.24,!veh3!var#1,6.83,veh_passenger,0,26045.18,26425.05
47,0,0,0,0,0,0.2,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#7_0,55.37,134.15,!veh4!var#1,8.77,veh_passenger,0,27949.61,25085.47
48,52.5,2716.86,0.3,1.03,0.03,233.3,HBEFA3/PC_G_EU4,0,1.17,veh0,5338979#1_0,61.36,6.88,!veh0!var#1,7.96,veh_passenger,0,18124.19,24942.58
48,0,0,0,0,0,269.54,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#14_0,62.65,46.28,!veh1!var#1,12.2,veh_passenger,0,29025.14,24324.27
48,0,2734.03,0.06,0.88,0.02,271.43,HBEFA3/PC_G_EU4,0,1.18,veh2,:38073100_5_0,65.06,3.7,!veh2!var#1,14.28,veh_passenger,0,23179.51,25294.41
48,0,0,0,0,0,118.59,HBEFA3/PC_G_EU4,0,0,veh3,:6796076833_1_0,57.17,11.52,!veh3!var#1,6.27,veh_passenger,0,26050.08,26421.64
48,0,0,0,0,0,0.18,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#6_0,46.87,2.3,!veh4!var#1,4.28,veh_passenger,0,27949.63,25089.65
49,152.43,8760.22,0.9,3.82,0.19,233.78,HBEFA3/PC_G_EU4,0,3.77,veh0,5338979#1_0,71.17,17.29,!veh0!var#1,10.4,veh_passenger,0,18115.8,24936.43
49,3.34,2240.04,0.06,0.7,0.01,270.75,HBEFA3/PC_G_EU4,0,0.96,veh1,-143324752#14_0,63.4,58.49,!veh1!var#1,12.21,veh_passenger,0,29012.93,24324.43
49,0,0,0,0,0,271.51,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,63.57,2.96,!veh2!var#1,13.82,veh_passenger,0,23165.7,25294.77
49,65.23,2521.3,0.35,0.98,0.03,91.88,HBEFA3/PC_G_EU4,0,1.08,veh3,-142289617#1_0,60.21,3.84,!veh3!var#1,6.51,veh_passenger,0,26056.57,26421.26
49,135.77,5960.66,0.76,2.6,0.12,0,HBEFA3/PC_G_EU4,0,2.56,veh4,:38049075_5_0,68.57,5.34,!veh4!var#1,6.54,veh_passenger,0,27949.63,25096.18
50,145.74,9280.18,0.89,4.01,0.19,238.95,HBEFA3/PC_G_EU4,0,3.99,veh0,5338979#1_0,71,29.84,!veh0!var#1,12.56,veh_passenger,0,18105.18,24929.73
50,0,0,0,0,0,270.16,HBEFA3/PC_G_EU4,0,0,veh1,:38079174_1_0,62.65,8.32,!veh1!var#1,11.98,veh_passenger,0,29000.95,24324.5
50,12.42,3287.69,0.13,1.15,0.04,271.55,HBEFA3/PC_G_EU4,0,1.41,veh2,5337487#11_0,65.32,17.03,!veh2!var#1,14.07,veh_passenger,0,23151.63,25295.15
50,122.37,6374.97,0.71,2.75,0.13,90,HBEFA3/PC_G_EU4,0,2.74,veh3,-142289617#1_0,68.12,12.3,!veh3!var#1,8.46,veh_passenger,0,26065.03,26421.26
50,121.33,6324.13,0.7,2.72,0.13,0,HBEFA3/PC_G_EU4,0,2.72,veh4,:38049075_5_0,68.03,13.8,!veh4!var#1,8.46,veh_passenger,0,27949.63,25104.64
51,95.34,7269.17,0.61,3.03,0.14,244.98,HBEFA3/PC_G_EU4,0,3.12,veh0,5338979#1_0,68.66,43.76,!veh0!var#1,13.92,veh_passenger,0,18092.76,24923.49
51,39,4093.61,0.27,1.57,0.06,269.5,HBEFA3/PC_G_EU4,0,1.76,veh1,-143324752#13_0,65.21,6.54,!veh1!var#1,12.55,veh_passenger,0,28988.4,24324.46
51,0,0,0,0,0,271.55,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,63.71,30.76,!veh2!var#1,13.73,veh_passenger,0,23137.9,25295.52
51,94.58,5706.74,0.57,2.4,0.11,90,HBEFA3/PC_G_EU4,0,2.45,veh3,-142289617#1_0,66.61,22.16,!veh3!var#1,9.86,veh_passenger,0,26074.89,26421.26
51,111.52,6672.44,0.67,2.84,0.13,359.87,HBEFA3/PC_G_EU4,0,2.87,veh4,-733279817#5_0,68.04,9.49,!veh4!var#1,10.18,veh_passenger,0,27949.61,25114.82
52,0,0,0,0,0,250.67,HBEFA3/PC_G_EU4,0,0,veh0,5338979#1_0,63.41,57.26,!veh0!var#1,13.5,veh_passenger,0,18080.03,24919
52,0,0,0,0,0,269.5,HBEFA3/PC_G_EU4,0,0,veh1,-143324752#13_0,62.11,18.59,!veh1!var#1,12.05,veh_passenger,0,28976.35,24324.36
52,23,3815.56,0.19,1.39,0.05,271.55,HBEFA3/PC_G_EU4,0,1.64,veh2,5337487#11_0,65.72,44.88,!veh2!var#1,14.12,veh_passenger,0,23123.78,25295.9
52,155.76,9638.66,0.94,4.19,0.2,90,HBEFA3/PC_G_EU4,0,4.14,veh3,-142289617#1_0,71.58,34.36,!veh3!var#1,12.2,veh_passenger,0,26087.09,26421.26
52,131.32,8432.36,0.8,3.62,0.17,359.87,HBEFA3/PC_G_EU4,0,3.62,veh4,-733279817#5_0,70.05,21.63,!veh4!var#1,12.14,veh_passenger,0,27949.58,25126.96
53,55.27,5438.96,0.38,2.16,0.09,257.11,HBEFA3/PC_G_EU4,0,2.34,veh0,5338979#1_0,67.08,71.58,!veh0!var#1,14.32,veh_passenger,0,18066.07,24915.81
53,17.7,2965.33,0.15,1.04,0.03,269.44,HBEFA3/PC_G_EU4,0,1.27,veh1,-143324752#13_0,64.06,30.88,!veh1!var#1,12.28,veh_passenger,0,28964.06,24324.24
53,0,0,0,0,0,271.55,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,64.54,58.94,!veh2!var#1,14.06,veh_passenger,0,23109.73,25296.28
53,0,0,0,0,0,90,HBEFA3/PC_G_EU4,0,0,veh3,-142289617#1_0,62.15,46.16,!veh3!var#1,11.81,veh_passenger,0,26098.89,26421.26
53,170.31,11060.46,1.04,4.81,0.24,359.87,HBEFA3/PC_G_EU4,0,4.75,veh4,-733279817#5_0,72.55,36.07,!veh4!var#1,14.45,veh_passenger,0,27949.55,25141.4
54,0,2454.69,0.03,0.75,0.01,266.01,HBEFA3/PC_G_EU4,0,1.06,veh0,5338979#1_0,64.93,85.93,!veh0!var#1,14.34,veh_passenger,0,18051.82,24914.35
54,32.81,3869.74,0.24,1.45,0.05,261.72,HBEFA3/PC_G_EU4,0,1.66,veh1,-143324752#13_0,65.11,43.65,!veh1!var#1,12.77,veh_passenger,0,28951.38,24322.95
54,0,0,0,0,0,271.55,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,62.72,72.26,!veh2!var#1,13.33,veh_passenger,0,23096.41,25296.65
54,0,0,0,0,0,90,HBEFA3/PC_G_EU4,0,0,veh3,-142289617#1_0,56.12,55.13,!veh3!var#1,8.97,veh_passenger,0,26107.86,26421.26
54,122.93,9137.73,0.78,3.86,0.19,359.87,HBEFA3/PC_G_EU4,0,3.93,veh4,-733279817#5_0,70.57,52.09,!veh4!var#1,16.02,veh_passenger,0,27949.51,25157.42
55,6.04,3104.48,0.1,1.05,0.03,270.35,HBEFA3/PC_G_EU4,0,1.33,veh0,5338979#1_0,65.45,100.46,!veh0!var#1,14.53,veh_passenger,0,18037.29,24914.44
55,0,0,0,0,0,258.61,HBEFA3/PC_G_EU4,0,0,veh1,:38089347_1_0,63.66,0.64,!veh1!var#1,12.74,veh_passenger,0,28938.89,24320.45
55,0,0,0,0,0,271.55,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,61.92,84.78,!veh2!var#1,12.52,veh_passenger,0,23083.9,25296.98
55,0,0,0,0,0,101.48,HBEFA3/PC_G_EU4,0,0,veh3,:38048825_6_0,48.63,3.68,!veh3!var#1,4.92,veh_passenger,0,26112.58,26420.29
55,150.34,10767.97,0.95,4.59,0.23,359.87,HBEFA3/PC_G_EU4,0,4.63,veh4,-733279817#5_0,72.02,69.84,!veh4!var#1,17.74,veh_passenger,0,27949.47,25175.17
56,0,0,0,0,0,272.47,HBEFA3/PC_G_EU4,0,0,veh0,5338979#1_0,62.73,114.09,!veh0!var#1,13.64,veh_passenger,0,18023.66,24914.7
56,0,0,0,0,0,254.33,HBEFA3/PC_G_EU4,0,0,veh1,:38089347_1_0,62.57,12.99,!veh1!var#1,12.35,veh_passenger,0,28926.92,24317.44
56,0,0,0,0,0,271.55,HBEFA3/PC_G_EU4,0,0,veh2,5337487#11_0,55.41,93.49,!veh2!var#1,8.71,veh_passenger,0,23075.19,25297.22
56,84.19,2696.36,0.44,1.09,0.04,159.29,HBEFA3/PC_G_EU4,0,1.16,veh3,:38048825_6_0,60.09,8.99,!veh3!var#1,5.31,veh_passenger,0,26114.53,26415.65
56,0,0,0,0,0,359.87,HBEFA3/PC_G_EU4,0,0,veh4,-733279817#5_0,60.74,83.08,!veh4!var#1,13.24,veh_passenger,0,27949.44,25188.41
